poiid,name,feature,sightlevel,distance,com_count,com_score,heat_score
86696,房湖公园,37,1,1,3,4.5,0.0
44162684,四季冰雪王国-国色天乡（五期）,3,1,2,2,4.0,0.0
18043110,诺亚方舟(创业路店）,3,1,1,4,3.8,0.0
78588106,五星村,3,1,2,1,4.8,0.0
131898391,中国川菜博览馆,25,1,3,1,5.0,0.0
24652933,四川音乐学院,3,1,1,2,4.6,0.0
98275914,高空蹦极,3,1,2,0,0.0,0.0
13806474,成都市文化公园,28,1,2,3,4.6,0.0
15144515,中国科学院华西亚高山植物园,54,1,5,0,0.0,0.0
30390373,沙湾棕榈泉游泳馆,3,1,2,2,4.7,0.0
112647015,杨柳坪,20,1,4,0,0.0,0.0
13811396,汉昭烈庙,8,1,2,3,4.4,0.0
39192774,蜀水荷乡,3,1,2,1,5.0,0.0
31723295,非遗博览园,3,1,2,2,4.2,0.0
76456,崇州文庙,8,1,2,2,4.4,0.0
99497003,百丈长桥,3,1,3,1,5.0,0.0
90498457,郫县豆瓣博物馆,25,1,3,1,4.0,0.0
13753732,天国山,20,1,3,1,4.3,0.0
24648686,白云村,15,1,3,1,4.0,0.0
13641006,平安桥天主教堂,61,1,2,3,4.5,0.0
13765661,双流中心公园,28,1,2,2,4.7,0.0
36917101,葛仙山仙山花谷,3,1,2,1,2.9,0.0
31044810,慢时光鲜花小镇,9,1,3,1,3.0,0.0
13765174,彭州园,28,1,3,2,4.7,0.0
130578552,天府艺术公园,28,1,2,1,4.8,0.0
134016153,露营派·温江灯塔露营地,32,1,3,0,0.0,0.0
67830530,文殊坊文殊院历史文化保护区,3,1,2,2,4.6,0.0
98180309,天府国际慢城,20,4,2,1,4.2,0.0
51568351,樱花公园,28,1,3,0,0.0,0.0
55415187,Toga飞行跳伞运动基地,35,1,2,0,0.0,0.0
130262523,子云温泉,62,1,3,0,0.0,0.0
71542178,青龙湖湿地公园,63,1,1,2,3.9,0.0
118687010,蜀风雅韵·戏曲妆扮,3,1,2,0,0.0,0.0
24649051,电子科技大学,3,1,1,3,4.7,0.0
13759367,掷笔槽,20,1,3,2,4.6,0.0
62088827,露天音乐公园,28,1,2,2,4.5,0.0
39831159,三道堰镇乐水公园,64,1,3,1,3.2,0.0
20960313,花溪农场,3,1,4,1,3.2,0.0
52076448,崇州天演博物馆,7,1,2,2,4.8,0.0
134000212,中坝保护站,39,1,3,0,0.0,0.0
79725781,四川拾云营地,3,1,3,0,0.0,0.0
10758758,花水湾第一村温泉,47,1,1,3,4.4,0.0
13402583,生态大坪（成都小丹巴）,39,1,2,1,4.7,0.0
99587779,七彩玫瑰庄园,3,1,3,0,0.0,0.0
131134294,成都奇思妙想减压馆,34,1,1,3,5.0,0.0
33550838,江安河生态漂流,23,1,2,2,4.0,0.0
24652929,四川农业大学(成都校区),3,1,2,2,4.6,0.0
18518862,温江绿道红枫红叶节,3,1,2,2,4.5,0.0
38510840,温江区博物馆,65,1,2,2,4.6,0.0
39072029,加勒比冒险水世界,10,1,2,2,3.6,0.0
133991037,熊猫森林CAMP露营地,32,1,3,0,0.0,0.0
121370045,标地越野沙滩车乐园（温江基地）,3,1,2,1,5.0,0.0
131172521,成都天府美术馆,34,1,2,1,5.0,0.0
100016729,西部奇迹花海,3,1,3,1,1.5,0.0
79438853,都江堰市青城山历史博物馆,25,1,3,0,0.0,0.0
112648414,步云廊,8,1,5,0,0.0,0.0
69344062,三江风景名胜区,20,1,2,0,0.0,0.0
25161504,蜀国鹃都,54,1,3,2,3.1,0.0
56806243,龙门山风景区,20,1,2,2,4.9,0.0
56809429,望云亭,18,1,3,1,4.0,0.0
124346065,青城国际马术俱乐部,3,1,3,0,0.0,0.0
10532678,白水河自然保护区,20,1,2,1,4.4,0.0
56809639,西村大院,3,1,2,2,4.8,0.0
10537829,奎光塔公园,8,1,5,2,4.5,0.0
112648687,幸福路步行街,9,1,5,0,0.0,0.0
13811134,锦华馆,9,1,1,2,4.6,0.0
55705198,和海田园,55,1,1,4,3.9,5.2
13706350,府南河活水公园,63,1,1,3,4.4,0.0
13759417,文井江,9,1,2,1,5.0,0.0
22550208,西南民族大学,3,1,2,3,4.6,0.0
22866065,川军抗日阵亡将士纪念碑,3,1,2,0,0.0,0.0
20911561,桃花溪渡假公园,66,1,3,1,2.0,0.0
71566263,鹿野城堡,18,1,2,1,5.0,0.0
31676674,锦江,20,1,2,2,4.7,0.0
13765066,三昧水,8,1,3,2,4.5,0.0
81206701,双流中国网红馆,34,1,2,2,3.8,0.0
22866062,刘湘之墓,8,1,2,3,4.3,0.0
56375172,天府芙蓉园,3,4,2,2,4.1,0.0
51968704,祈福寺,8,1,3,1,5.0,0.0
56216157,迎宾路,3,1,5,1,1.0,0.0
83672331,普照寺-云水堂,18,1,3,0,0.0,0.0
93666959,青城道茶观光园,3,1,4,1,4.5,0.0
56374183,香草湖湿地公园,20,1,2,1,4.4,0.0
69154180,文庙街魁星楼,3,1,2,1,5.0,0.0
24653707,西蜀廊桥古镇,15,1,1,2,4.6,0.0
133978696,冲鸭梨花溪露营地,3,1,1,0,0.0,0.0
24652054,郫县博物馆,25,1,3,2,4.4,0.0
24651341,刘备墓,8,1,2,2,4.5,0.0
36681187,南宝山旅游度假区,30,1,1,3,4.4,0.0
56215156,红光镇,9,1,2,2,5.0,0.0
69569460,世界之窗,3,1,2,0,0.0,0.0
10798007,中国古羌城,15,4,1,3,4.2,5.4
20914269,鸳鸯井,8,1,3,2,4.3,0.0
31917303,锦里结义楼三国演出,49,1,2,2,4.0,0.0
90989778,丹景山开心水上乐园,62,1,3,1,2.3,0.0
31678877,水上摩天轮,18,1,2,2,4.7,0.0
86697,金雁湖,63,1,1,3,4.5,0.0
82724,平乐古镇,15,4,1,3,4.3,5.4
58279221,严君平故里,3,1,3,1,3.0,0.0
13835493,成都阳平玄观,8,1,3,1,4.4,0.0
52170046,大赤天宫,8,1,3,1,4.5,0.0
24649644,两河城市森林公园,28,1,2,2,3.8,0.0
13754383,陈家桅杆,3,1,3,2,4.0,0.0
128621385,三江漂流,20,1,3,0,0.0,0.0
13822453,成都毛主席像,3,1,2,0,0.0,0.0
10537774,清水河公园,28,1,2,3,4.3,0.0
33209898,哆呐星球,3,1,2,2,4.3,0.0
25344314,cesc卡丁车俱乐部,44,1,2,0,0.0,0.0
52172657,法藏寺,8,1,3,1,5.0,0.0
24653697,西南石油大学,3,1,2,3,4.7,0.0
98275891,窄巷子,3,1,2,1,4.2,0.0
124813389,成都极限跳伞俱乐部,35,1,2,0,0.0,0.0
112647249,温江和盛紫薇公园,37,1,3,0,0.0,0.0
13799045,郫县绿道,3,1,3,2,4.3,0.0
13460594,高原河谷国际山地户外体验营,3,1,5,1,3.0,0.0
33520631,森海水上乐园,62,1,2,2,4.4,0.0
24649059,成都市美术馆,34,1,2,2,4.7,0.0
131894839,川西音乐林盘,3,1,3,0,0.0,0.0
24649056,成都南郊公园,28,1,2,3,4.6,0.0
10795514,天府花都,3,1,2,2,3.9,0.0
123863102,7号部落·ATV全地形越野车俱乐部(郫都佛罗伦萨小镇店),3,1,3,1,4.0,0.0
101576,红豆村,3,1,2,2,3.7,0.0
13706326,明蜀王陵博物馆,25,1,1,2,4.0,0.0
13811122,成华公园,28,1,1,3,4.5,0.0
10543647,甘堡藏寨,15,4,1,2,4.2,0.0
133892616,水磨镇篷客露营地拾云店,32,1,3,0,0.0,0.0
24649542,杜鹃城遗址,8,1,4,2,4.4,0.0
23868188,蔚然花海,0,4,1,4,4.1,5.1
133965414,蚂蚁家自然露营地,32,1,2,0,0.0,0.0
22866228,雒城遗址,8,1,1,2,4.5,0.0
101430434,meland儿童成长乐园（温江合生汇店）,3,1,2,0,0.0,0.0
31852647,陶巴巴农场,3,1,3,1,5.0,0.0
56810079,九天楼,3,1,1,2,5.0,0.0
58281269,武侯祠横街,9,1,2,1,4.3,0.0
79658800,豪芸航空飞行营地,35,1,2,1,5.0,0.0
125707717,川派盆景博览园,3,1,3,0,0.0,0.0
70369895,快乐老街,9,1,3,1,3.7,0.0
15004606,都江堰市高科技农业旅游园,3,1,3,2,4.3,0.0
41797166,都江堰竹林寺,8,1,5,1,4.0,0.0
79175904,夜焰光影互动空间（成都欢乐谷店）,34,1,2,1,4.8,0.0
83906567,花水湾豪生百乐汤温泉,47,1,1,1,3.5,0.0
31678270,桂溪生态公园,28,1,1,2,4.6,0.0
13415829,宝光桂湖文化区,3,4,2,3,4.4,0.0
123867528,uniboard滑雪学校(融创店),3,1,5,0,0.0,0.0
23555858,熊猫主题邮局,34,1,2,2,4.5,0.0
20912662,芒城古城址,8,1,3,1,4.0,0.0
24653695,西南交通大学新校区,3,1,2,2,4.7,0.0
10759328,美洲四季滑雪场景区,3,1,1,2,4.3,0.0
32030224,龙腾居家庭农场,3,1,3,1,4.2,0.0
133825032,三分木山谷竹筏,20,1,3,1,5.0,0.0
52028097,菜园坝,66,1,3,1,5.0,0.0
31673727,萌宠乐园,53,1,2,1,4.4,0.0
56778293,钟鼎寺,8,1,2,1,4.0,0.0
126934656,蝴蝶谷,20,1,3,0,0.0,0.0
61416083,西岭雪山大飞水风景区,29,1,1,1,4.6,0.0
133892673,都江堰私房雨露露营地,32,1,3,0,0.0,0.0
10795327,四川大学博物馆,25,1,1,2,4.4,0.0
80429491,新都樱花园,3,1,2,1,2.4,0.0
65183521,乌龙岛院落,3,1,3,0,0.0,0.0
64321155,成都图书馆,3,1,2,1,4.7,0.0
52079265,交子公园,28,1,1,2,4.6,0.0
31670132,成都蝴蝶馆,25,1,1,2,4.7,0.0
10556868,三圣花乡旅游区,3,4,1,3,4.3,0.0
24980611,刘文辉旧居陈列馆,3,1,2,0,0.0,0.0
112647014,五月玫瑰园,3,1,2,1,4.0,0.0
98277735,大成殿,3,1,5,0,0.0,0.0
69556810,安龙海棠公园,28,1,3,0,0.0,0.0
69578495,赵公祖庙,18,1,3,1,3.0,0.0
126934519,横山花湖景区,3,1,3,0,0.0,0.0
87405,巴郎山,20,1,1,2,4.6,0.0
80061238,览虫书吧(崇州店),34,1,3,1,4.0,0.0
13794610,工部祠,8,1,2,2,4.4,0.0
69564631,清水河生态艺术公园,28,1,3,0,0.0,0.0
90498531,严家弯湾盆景文化村,3,1,3,1,3.0,0.0
13811453,三义庙,8,1,2,3,4.5,0.0
24652637,什邡罗汉寺,8,1,2,2,4.7,0.0
130843353,大锦酒肆·沉浸式戏剧,44,1,3,0,0.0,0.0
39405860,四川大剧院,31,1,2,1,4.7,0.0
52022578,水母馆,68,1,1,1,5.0,0.0
15150918,三国八阵图遗址,3,1,2,0,0.0,0.0
13656574,绵竹年画村,3,4,1,3,4.3,0.0
90498509,战旗村村史馆,25,1,3,1,4.0,0.0
56807596,翠月湖,20,1,4,0,0.0,0.0
51984836,青城山站-站前广场,18,1,3,1,5.0,0.0
69566019,蓝光青城河谷国际度假区,18,1,3,0,0.0,0.0
83717144,琅环仙馆,18,1,3,0,0.0,0.0
13789817,千佛塔,8,1,4,1,3.6,0.0
13794500,扬雄墓,8,1,3,1,4.1,0.0
13641010,成都当代美术馆,34,1,1,2,4.4,0.0
133997697,青城山飞行体验中心,3,1,3,1,5.0,0.0
25466689,大唐牡丹园,3,1,3,1,4.0,0.0
102475968,天府国际慢城阿牛小火车,3,1,2,1,3.0,0.0
13765370,安靖蜀绣公园,28,1,2,2,4.4,0.0
79668958,成都当代影像馆,34,1,2,1,4.0,0.0
31672140,青龙湖,20,1,1,2,4.6,0.0
18608514,格林庄园,3,1,2,1,4.6,0.0
133975965,白茶露营地,32,1,2,0,0.0,0.0
71566419,川秀剧场·爆笑川剧变脸秀,3,1,1,2,4.9,0.0
15144527,中国文化遗产纪念雕塑,3,1,2,0,0.0,0.0
31670820,云霄飞龙,3,1,2,1,4.4,0.0
130853683,洛带恐龙大世界,4,1,1,2,4.7,5.1
10532680,白鹿森林公园,28,1,2,1,4.0,0.0
69567038,宝山村国际山地旅游度假胜地,20,1,3,0,0.0,0.0
125707662,WOW小跳口袋乐园,3,1,3,0,0.0,0.0
71570407,斜源镇,9,1,2,2,4.4,0.0
22866167,七叠飞瀑,20,1,2,1,4.9,0.0
130257568,探洞工场( 环球中心旗舰店),3,1,1,1,4.5,0.0
50610739,成都玉女峰,18,1,1,0,0.0,0.0
20913603,龙王庙建筑群,8,1,3,1,3.0,0.0
24649930,观音庙,8,1,2,1,5.0,0.0
133952539,路图旅拍都江堰景区门店,3,1,5,0,0.0,0.0
61947482,中国皮影博物馆,25,1,2,1,4.7,0.0
39705984,卧龙自然与地震博物馆,65,1,2,1,4.0,0.0
130887026,花洲栈道,8,1,5,1,4.0,0.0
10521045,龙桥黑熊救护中心,53,1,2,2,4.3,0.0
13789653,桂湖公园,20,1,2,3,4.5,0.0
64411786,陇海三郎旅游度假区,66,1,3,0,0.0,0.0
52029931,龙王庙正街,9,1,1,2,4.8,0.0
22880984,大禹文化旅游区医务室,3,4,2,1,4.0,0.0
13790287,成都大学路,9,1,1,3,4.4,0.0
13796742,基督教恩光堂,61,1,1,2,4.3,0.0
24650688,剑南春森林公园,39,1,2,2,3.9,0.0
22866066,玉石之路,8,1,2,2,4.7,0.0
20906482,川西第一漂,43,1,1,2,4.1,0.0
31670773,幽灵古堡,3,1,2,0,0.0,0.0
24654690,中国民航飞行学院,3,1,1,2,4.5,0.0
30072490,成都松鼠部落森林假日公园,4,1,1,4,4.3,5.3
87873,什邡穿心店地震遗址,3,1,2,0,0.0,0.0
112650679,裸心湖,20,1,2,0,0.0,0.0
130369388,汪家湾花海,3,1,3,0,0.0,0.0
56808742,云桥湿地公园,20,1,3,1,5.0,0.0
52127885,般若寺素斋堂,8,1,3,1,5.0,0.0
50609205,川藏高速公路南线,3,1,1,2,4.7,0.0
31679066,升仙湖公园,28,1,2,1,4.7,0.0
112653711,彭州桂花镇罗汉洞水库,20,1,3,0,0.0,0.0
52076401,莲台彩池,8,1,2,0,0.0,0.0
38512076,熊猫科学探秘馆,34,1,1,2,4.4,0.0
24653689,西岭国家森林公园,30,1,1,1,4.8,0.0
90499223,南岸美村,3,1,1,1,5.0,0.0
31668252,广东会馆,3,1,3,2,3.9,0.0
22866198,仙鹤森林公园,39,1,1,1,3.0,0.0
71567397,成都天府潮玩馆（成都欢乐谷店）,34,1,2,1,5.0,0.0
10537781,塔子山公园,28,1,1,3,4.4,0.0
31672592,东湖公园,28,1,1,2,4.7,0.0
13811146,老成都民俗公园,28,1,1,2,4.4,0.0
112651291,彭州清泉叠翠度假山庄,66,1,3,0,0.0,0.0
126934459,西蜀第一山,51,1,3,1,5.0,0.0
51696280,盘龙山庄,66,1,2,1,3.0,0.0
30426028,铁像寺水街,9,1,1,2,4.5,0.0
118008225,崇州月季花园,3,1,3,0,0.0,0.0
131172476,天府艺术公园当代艺术馆,34,1,2,1,5.0,0.0
133965373,月途露营北星露营地,32,1,2,0,0.0,0.0
10758969,成都映象看川剧,46,1,2,3,4.3,0.0
13753542,龙潭水乡,9,1,1,3,4.1,0.0
112648691,崇州樱花种植基地,3,1,3,0,0.0,0.0
80223965,药师岩,20,1,2,1,4.7,0.0
129782682,稻乡渔歌,3,1,2,0,0.0,0.0
13765090,皇城清真寺,3,1,2,2,3.9,0.0
33574244,禧来蜀韵园,46,1,2,2,4.0,0.0
107418231,刘文辉公馆延庆园,3,1,2,1,3.8,0.0
18560571,道源圣城,3,1,2,2,3.3,0.0
123867559,蓝色气流跳伞滑翔伞俱乐部,35,1,1,0,0.0,0.0
69554552,成都景区直通车(长顺上街),18,1,2,1,4.7,0.0
77547173,成都欢乐谷碰碰车,3,1,2,0,0.0,0.0
79647478,长藤鬼校(春熙路IFS店),44,1,1,0,0.0,0.0
57151341,水磨温泉,47,1,1,1,3.3,0.0
13558470,亚特波塞冬欢乐世界,4,1,1,3,4.0,0.0
22866190,木鱼岛,20,1,2,0,0.0,0.0
89966,古尔沟温泉,14,1,1,2,3.9,5.5
13822476,静惠山公园,8,1,2,2,4.2,0.0
79861810,欧洲小镇,3,1,2,1,4.0,0.0
13822211,成都锦城公园,28,1,1,3,4.4,0.0
79436455,彭州博物馆,25,1,3,1,4.2,0.0
31672030,飞越西部,44,1,2,1,5.0,0.0
69563991,桂花龙窑,18,1,3,0,0.0,0.0
41201169,鲜多多草莓园,3,1,2,1,4.5,0.0
52052936,都江堰燕子岩森林生态观光园,39,1,4,0,0.0,0.0
13758759,干龙池,20,1,3,0,0.0,0.0
83355723,都江堰市稻米家家庭农场,3,1,4,0,0.0,0.0
31673705,茶文化公园,28,1,2,2,4.7,0.0
51996735,成都温江天香玫瑰缘,3,1,2,1,5.0,0.0
52080235,东远寺,8,1,3,1,5.0,0.0
79929341,汶川青少年活动中心,34,1,3,1,4.0,0.0
24648612,巴朗山垭口,20,1,1,2,4.8,0.0
13822217,石人公园,28,1,2,3,4.2,0.0
58189147,成都鸟语林,53,1,1,2,4.7,0.0
31670321,梅园,37,1,1,2,4.8,0.0
51970956,藏经楼,8,1,2,2,4.6,0.0
52104571,meland儿童乐园（金牛凯德店）,3,1,2,0,0.0,0.0
56810191,小熊猫2号活动场,53,1,2,1,4.9,0.0
69155204,盛世牡丹苑,54,1,3,1,1.5,0.0
28197449,诸葛双忠祠,8,1,1,2,3.8,0.0
56215157,安德街道,9,1,3,0,0.0,0.0
31661521,锦城湖,20,1,1,2,4.5,0.0
86722,龙居寺,8,1,1,2,4.3,0.0
24649053,成都国际会展中心,3,1,1,2,4.4,0.0
51970697,成都江滩公园,28,1,1,2,4.7,0.0
121012253,奈尔宝家庭中心（成都大悦城店）,3,1,2,1,3.0,0.0
124906972,成都5D光影幻境艺术馆(天府广场旗舰店),34,1,2,0,0.0,0.0
20908500,星期六儿童乐园,3,1,2,2,4.4,0.0
13624456,新津老君山,20,1,1,2,4.3,0.0
109566200,杰克船长的奇幻动物世界,4,1,1,0,0.0,0.0
13644365,龙溪羌人谷,20,1,1,2,4.4,0.0
69571505,飞跃地中海,6,1,2,1,4.0,0.0
10537815,永康森林公园,39,1,2,2,3.8,0.0
52094677,天府古戏院,46,1,1,1,4.0,0.0
57154254,TheDo热度潮拍·网红公园,34,1,1,1,4.8,0.0
56809965,梵木创艺区8号馆(GG场馆),3,1,1,2,4.3,0.0
13794256,诗史堂,3,1,2,2,4.4,0.0
65182805,冰川京什房车露营地,32,1,2,0,0.0,0.0
13759226,棠湖公园,28,1,2,3,4.6,0.0
56810320,综合馆,34,1,2,0,0.0,0.0
131644510,锦门·沉浸式民国景区,9,1,2,0,0.0,0.0
87897896,四川百姓博物馆,25,1,3,1,3.7,0.0
10762704,成都普罗旺斯国际薰衣草庄园,3,1,2,2,3.7,0.0
131896598,般若寺,8,1,3,0,0.0,0.0
39655476,共品钱币博物馆,25,1,2,2,4.9,0.0
130902950,成都失恋博物馆(春熙路旗舰店),34,1,1,2,4.8,0.0
52032852,樱花园,54,1,2,0,0.0,0.0
99496958,日月坪索道,3,1,1,0,0.0,0.0
119668918,JUMP360极限蹦床（成都339店）,3,1,1,1,3.0,0.0
79665563,成都滑翔伞飞行体验基地,35,1,2,0,0.0,0.0
133531814,猫咪博物馆,34,1,2,1,5.0,0.0
98275856,大熊猫太阳产房,3,1,1,1,4.0,0.0
30733084,白鹿镇恐龙园,6,1,2,2,4.3,0.0
31668621,鼓楼南街门楼,8,1,2,2,4.5,0.0
93564,德阳文庙,8,1,1,3,4.4,0.0
13806599,古娘娘庙,8,1,2,2,4.3,0.0
24653660,西村,3,1,2,2,4.4,0.0
31668605,体育博物馆,25,1,2,2,4.8,0.0
76449,成都天台山,0,4,1,4,4.3,6.1
13806724,辛亥保路纪念碑,3,1,2,0,0.0,0.0
24653207,天府蜀绣艺术馆,34,1,2,2,4.4,0.0
133844701,天台山,20,1,2,0,0.0,0.0
18614963,磐羊湖,20,1,1,2,4.6,0.0
112647294,龙窝子,20,1,2,0,0.0,0.0
52076454,成都澄园书画艺术博物馆,25,1,2,1,4.0,0.0
61113978,水隐桑田·绣里火锅,3,1,2,2,4.7,0.0
80237580,大师印记,34,1,2,0,0.0,0.0
82168673,府河摄影公园,28,1,2,2,4.9,0.0
51668114,茂县馆,8,1,3,0,0.0,0.0
112647333,菁蓉湖生态公园,28,1,3,0,0.0,0.0
13788223,子龙庙,8,1,2,2,4.5,0.0
69533604,九鼎山太子岭,20,1,1,1,4.3,0.0
123861532,Boobooboom蹦仓结球帮篮球公园,3,1,2,0,0.0,0.0
13641035,临邛古城,15,1,1,2,4.2,0.0
79647708,VR 漫科技沉浸交互体验馆(春熙路直营旗舰店),44,1,1,1,3.7,0.0
101578,龙居寺,8,1,2,2,4.5,0.0
33766906,黄龙溪廊桥,3,1,1,2,4.7,0.0
131892587,游牧巴士营地,32,1,1,1,4.9,0.0
101342427,“人生列车”沉浸式创意展,34,1,2,1,1.0,0.0
117053408,万花·拾景园,3,1,2,1,5.0,0.0
29879743,锦江白鹭湾生态湿地公园,63,1,1,3,4.5,0.0
22866070,遗迹馆,34,1,2,2,4.7,0.0
31755712,华侨城大剧院(纯水岸208区),31,1,2,1,3.8,0.0
124252523,海蒂和噜噜的花园,28,1,2,0,0.0,0.0
33589791,郫县红光国际马术运动场,3,1,2,0,0.0,0.0
49123723,花坞御景园,37,1,2,1,4.0,0.0
46005296,四姑娘山二峰,20,1,1,1,4.9,0.0
15139132,彭州市图书馆,3,1,3,2,4.6,0.0
57151265,安仁古镇国家宝藏线下体验馆,34,1,2,1,3.7,0.0
31668578,武侯广场,18,1,2,2,4.3,0.0
103091970,成都失恋博物馆,34,1,2,0,0.0,0.0
13811155,新繁东湖,20,1,2,2,4.4,0.0
130858162,蚕宝自然王国,3,1,2,1,5.0,0.0
22866164,观云台,18,1,1,2,4.9,0.0
38512932,渔猎漂流,20,1,2,0,0.0,0.0
78687950,开心牧场,3,1,1,1,3.0,0.0
52076568,二仙桥公园,28,1,1,2,4.8,0.0
133898867,重庆路,3,1,3,0,0.0,0.0
90498459,成都时代美术馆,34,1,1,1,4.8,0.0
98275939,淘气堡,3,1,2,0,0.0,0.0
124252444,郫县清水河公园,28,1,3,0,0.0,0.0
112649461,空港运动公园,28,1,2,1,4.0,0.0
86704,广汉白马寺,8,1,1,1,3.8,0.0
22881046,白鹿天主教堂,61,1,2,1,4.7,0.0
13794265,少陵碑亭,3,1,2,2,4.5,0.0
31672023,飞行岛,6,1,2,0,0.0,0.0
51971001,羊马湿地公园,20,1,2,1,2.8,0.0
115521068,芳华微马公园,28,1,2,1,4.4,0.0
56174229,星空影视基地,70,1,2,1,4.6,0.0
50610747,光华村,18,1,2,2,4.9,0.0
83812511,丹景山风景名胜区-舞台,18,1,3,0,0.0,0.0
117052595,Soreal VR电竞馆(恒大广场店),44,1,2,0,0.0,0.0
57328310,北湖生态公园,63,1,1,2,4.8,0.0
10537831,东坡休闲广场,18,1,2,2,4.5,0.0
24649316,大邑植物园,54,1,2,2,4.2,0.0
57153355,普罗旺斯妖媚花仙谷,3,1,2,2,3.5,0.0
13753890,川军抗战馆,3,1,2,0,0.0,0.0
131170501,郫都区银杏林,39,1,3,0,0.0,0.0
69101674,阿坝师范学院-图书馆,3,1,3,0,0.0,0.0
69528914,小火车,6,1,2,0,0.0,0.0
101616349,星际传奇（成都新世纪环球中心店）,44,1,1,1,3.5,0.0
36952663,同翔户外飞行基地,35,1,2,1,4.5,0.0
13392192,黑暗中对话,44,1,1,2,4.4,0.0
96150797,梵木flying国际文创公园,3,1,1,1,4.5,0.0
38335797,南湖公园,28,1,1,2,4.6,0.0
69558006,望从祠,8,1,3,0,0.0,0.0
77546044,西域飞天,3,1,2,0,0.0,0.0
78414568,中车共享城,3,1,1,1,4.7,0.0
56600176,NBA儿童乐园(环球中心店),6,1,1,2,4.4,0.0
31670632,成都文殊坊,18,1,2,2,4.5,0.0
24842994,小姐楼,3,1,2,2,4.6,0.0
61908614,八卦花田,20,1,3,1,5.0,0.0
13799182,孙中山铜像,3,1,1,0,0.0,0.0
24165483,达瓦更扎,20,1,1,2,3.9,5.9
52135537,白云寺,8,1,2,1,4.0,0.0
31668575,大源中央公园,28,1,1,2,4.7,0.0
79660551,大坪滑翔伞乐园(太古里店),35,1,1,0,0.0,0.0
98281712,抗战展馆群,25,1,2,0,0.0,0.0
31673060,麓湖水城,15,4,1,2,4.6,0.0
10537807,神仙树公园,37,1,1,3,4.4,0.0
56093161,阿狸田野乐园,3,1,1,2,3.8,0.0
77547040,加勒比风暴,3,1,2,0,0.0,0.0
