poiid,name,feature,sightlevel,distance,com_count,com_score,heat_score
79648664,第二界游戏动漫展,44,1,2,1,4.0,0.0
56808241,王建墓,8,1,2,1,4.6,0.0
79437638,川剧艺术陈列馆,25,1,1,1,5.0,0.0
52176182,冰川瀑布,20,1,2,0,0.0,0.0
31673130,九眼桥码头遗址,3,1,1,0,0.0,0.0
13335196,花水湾冰火漂流,23,1,1,2,4.5,0.0
24649055,成都理工大学,3,1,1,2,4.5,0.0
15151586,成都东门城墙遗址,3,1,1,0,0.0,0.0
112647193,创智公园,28,1,2,0,0.0,0.0
109380191,锦鲤祠·汉服文化体验馆,3,1,1,0,0.0,0.0
24302935,蓝顶工厂艺术区,3,1,1,1,4.0,0.0
65246889,温玉路,3,1,3,1,5.0,0.0
24652847,栓马石,8,1,2,2,4.6,0.0
58305867,成华·第五大道,9,1,1,2,4.6,0.0
13758752,新都泥巴沱,39,1,2,2,4.3,0.0
13822235,沙河公园,28,1,2,2,4.4,0.0
31669805,阿斗井,8,1,2,2,4.2,0.0
69152193,恐龙博物馆,25,1,1,0,0.0,0.0
71529680,三圣玫瑰谷,37,1,1,1,5.0,0.0
13392187,秀丽东方,3,1,1,4,4.5,0.0
131134282,成都脱单便利店（春熙路旗舰店）,34,1,1,2,4.6,0.0
22866177,和贵·滨河公园,28,1,1,2,4.5,0.0
69152284,鹤鸣山道观,8,1,2,1,4.0,0.0
10794453,毕棚沟娜姆湖温泉,71,1,1,1,4.2,0.0
10520949,猫鼻梁,20,1,1,2,4.4,0.0
52118570,音乐喷泉,3,1,2,1,4.5,0.0
69549295,红枫林,18,1,2,1,5.0,0.0
31675811,孩子王童乐园(成都青羊万达店),3,1,2,1,4.6,0.0
69569179,金沙鹿苑,53,1,2,2,4.8,0.0
70367073,成都规划馆,34,1,1,2,4.6,0.0
131917188,悦动彩林公园,28,1,2,0,0.0,0.0
10571439,3D魔幻/魔画世界,34,1,1,3,4.0,0.0
13806459,成都陕西会馆,8,1,2,2,4.3,0.0
13806734,龙藏寺,8,1,2,2,3.8,0.0
133840358,浩海立方海洋乐园,3,1,2,0,0.0,0.0
58303520,成都万达广场步行街,9,1,1,1,4.6,0.0
31670448,桑巴气球,3,1,2,0,0.0,0.0
13764931,凤凰湖湿地公园,28,1,1,2,4.3,0.0
20963096,欧悦真冰场,3,1,2,2,4.9,0.0
13806560,二仙庵,8,1,2,2,4.4,0.0
39705426,巴蜀青铜博物馆,65,1,2,1,4.0,0.0
13822282,新华公园,28,1,1,3,4.4,0.0
133520708,格林牧场,6,1,1,1,5.0,0.0
108169254,银杏路,3,1,2,1,5.0,0.0
79437639,崇州市博物馆,25,1,2,1,4.0,0.0
56810034,大坪山,20,1,2,0,0.0,0.0
112647012,北门夜市,9,1,2,1,4.0,0.0
10795157,四川绵竹九龙滑草场,3,1,1,3,4.3,0.0
112646716,象南里,9,1,1,2,4.5,0.0
79662004,图灵蓝速卡丁车俱乐部（优品道店）,44,1,2,1,5.0,0.0
31658719,清真古寺,3,1,2,1,5.0,0.0
79437611,成都中医药大学博物馆,25,1,2,1,4.8,0.0
52092341,双流机场儿童乐园,3,1,1,2,4.4,0.0
58338192,九龙山乡村旅游景区,3,4,1,0,0.0,0.0
30020025,新引力蹦床运动俱乐部,3,1,2,2,4.1,0.0
83315384,成都凤凰山体育中心,3,1,2,0,0.0,0.0
56809932,邓生沟,20,1,1,1,4.0,0.0
24652872,水晶宫,20,1,2,1,1.0,0.0
69154307,文锦江,20,1,2,0,0.0,0.0
124907755,官渠郊野公园,28,1,3,1,4.5,0.0
69573507,绵虒古镇,15,1,2,0,0.0,0.0
31668591,茶店子公园,28,1,2,2,4.5,0.0
134039432,温江小乡小院露营地,32,1,3,0,0.0,0.0
31668611,黄忠公园,28,1,2,2,4.5,0.0
52076464,金沙遗址路口站,3,1,2,0,0.0,0.0
79661029,蒲虹国际滑翔伞俱乐部(太古里店),35,1,1,1,5.0,0.0
13789102,送仙桥古玩艺术城,9,1,2,2,4.2,0.0
80266847,中国玫瑰谷国家玫瑰公园,3,1,1,2,3.4,0.0
90498483,竹编博物馆,25,1,2,1,4.0,0.0
31670870,成都诸葛庐,3,1,2,2,4.7,0.0
112648576,三郎樱缘谷,20,1,3,0,0.0,0.0
31676534,汤姆熊欢乐世界(财富又一城店),44,1,1,2,3.8,0.0
39696084,海豚号(成都)潜水中心,72,1,2,0,0.0,0.0
78474658,四姑娘山长坪沟景区,20,1,1,1,4.5,0.0
84048764,新河村,3,1,3,1,5.0,0.0
31668629,古琴台,3,1,2,2,4.6,0.0
79898788,开心麻花环球汇剧场,31,1,1,0,0.0,0.0
56213159,安靖街道,9,1,2,1,5.0,0.0
38521178,毕棚沟滑雪场,3,1,1,1,3.5,0.0
55861305,刺绣中国·蜀绣馆,34,1,2,1,5.0,0.0
22866209,天府花城石文化博物馆,25,1,2,1,4.8,0.0
18584624,枯树滩,20,1,1,2,4.5,0.0
18655821,西羌大峡谷,30,1,2,1,1.0,0.0
68499791,华公馆,34,1,2,0,0.0,0.0
90498521,罗家大院,3,1,3,1,5.0,0.0
133891757,微光营地,32,1,2,0,0.0,0.0
39816068,雍湖公园,28,1,2,2,4.7,0.0
130847965,潮尚蹦蹦床主题公园(武侯大悦城店),6,1,2,0,0.0,0.0
123219196,大眼花园,37,1,2,0,0.0,0.0
13822440,五彩瀑,20,1,1,1,4.5,0.0
22866071,文物保护中心,25,1,2,2,4.7,0.0
112648739,猛追湾公园,28,1,1,2,4.8,0.0
131170435,蕃米创意农场,3,1,3,0,0.0,0.0
65251924,音乐百花谷水上乐园,62,1,1,1,4.3,0.0
31670024,芙蓉第,3,1,2,2,4.7,0.0
112650462,植物编艺公园,54,1,3,0,0.0,0.0
41204169,成都·东湖公园·红美术馆,34,1,1,2,4.5,0.0
56777241,惠陵,8,1,2,1,4.8,0.0
131908732,韩礼臣潮玩保龄球体验馆,3,1,1,2,5.0,0.0
121105138,后仰喜剧脱口秀,49,1,2,1,5.0,0.0
112649141,杜鹃公园,28,1,2,0,0.0,0.0
69477840,中国西部国际博览城,34,1,1,1,4.6,0.0
38381108,成都自然博物馆,3,1,1,1,4.3,0.0
69449439,四川航空广场,3,1,2,0,0.0,0.0
44904193,兴隆湖湿地公园,63,1,1,2,4.5,0.0
91871,长老坪,20,1,3,1,4.0,0.0
24652636,什邡博物馆,25,1,2,2,4.3,0.0
31677834,小公园,28,1,2,2,4.8,0.0
133999155,蜀道通衢园,3,1,2,0,0.0,0.0
22866176,青少年宫,3,1,2,2,4.6,0.0
130369403,卓西牧场,3,1,2,0,0.0,0.0
90498517,碧落湖-光华公园,28,1,2,0,0.0,0.0
133988301,航天梦·中国梦航天科技成果展,73,1,2,0,0.0,0.0
84000837,自然王国,74,1,1,2,3.7,0.0
133980449,天府人文艺术图书馆,3,1,2,1,5.0,0.0
13412702,成都精英团野外拓展训练俱乐部,3,1,2,2,4.6,0.0
18167051,乐宝王国（海滨城店）,3,1,2,2,4.6,0.0
61932931,天际线(三圣花乡)房车露营地,32,1,1,1,5.0,0.0
29916257,连二里市,9,1,2,2,3.9,0.0
15144497,蛟龙港展示中心,34,1,2,2,4.3,0.0
87398,姜维城,8,1,2,2,4.1,0.0
112653629,石院坝山地越野公园,20,1,2,0,0.0,0.0
30787637,青城山睿宏酒店温泉,14,1,3,2,4.3,0.0
39657625,中信云栖谷高尔夫,3,1,4,1,3.0,0.0
51968618,赤城阁,8,1,3,1,5.0,0.0
52052603,青城山外山庄度假村,66,1,3,0,0.0,0.0
52056242,成都虹口新联三文鱼度假村,66,1,3,0,0.0,0.0
52080204,真武宫,8,1,3,0,0.0,0.0
52080205,玉兰情深,28,1,3,1,5.0,0.0
52129534,飞仙观,8,1,3,0,0.0,0.0
52125954,时空剧场,31,1,5,0,0.0,0.0
69903160,虹口高原虹河谷真人CS俱乐部,3,1,3,0,0.0,0.0
101342420,壹街区颐湖灯会,3,1,5,0,0.0,0.0
133528195,平乐寺,3,1,3,1,4.0,0.0
69558148,丰乐桃花山,20,1,3,0,0.0,0.0
83717145,圣灯亭,18,1,3,0,0.0,0.0
90993121,花蕊故里,39,1,3,0,0.0,0.0
112650004,卡子山,20,1,3,0,0.0,0.0
112650798,通济镇仿古建筑群,3,1,5,0,0.0,0.0
123861521,凤凰体育场,3,1,5,0,0.0,0.0
123868375,顶点运动中心,3,1,3,0,0.0,0.0
130886548,龙隐峡,20,1,3,1,5.0,0.0
130886902,亲水河滩,20,1,4,0,0.0,0.0
131149104,西蜀财神第一塔,8,1,5,0,0.0,0.0
131896606,八角庙,8,1,5,0,0.0,0.0
133857341,七里诗乡景区,3,1,3,0,0.0,0.0
133877130,玉垒堂沉浸式剧场,44,1,5,0,0.0,0.0
133964843,珠罗坝,3,1,4,0,0.0,0.0
133988295,狐巴巴星球露营地,32,1,3,0,0.0,0.0
134064328,水果侠水世界,62,1,5,0,0.0,0.0
39813546,浪度水上世界,62,1,1,1,3.6,0.0
117061401,宽窄匠造所,34,1,2,1,5.0,0.0
13706378,妈妈农庄,3,1,3,2,4.2,0.0
10759277,罗浮山会议中心温泉度假区,38,1,1,3,4.6,5.6
39445402,多彩小镇,9,1,1,1,4.4,0.0
117061549,网红直播间Directseedingroom,3,1,2,0,0.0,0.0
22866161,神鹿峰,20,1,1,0,0.0,0.0
24302930,IBOX爱盒子创意空间,3,1,1,2,4.3,0.0
112647570,三道堰花田囍事度假观光乐园,66,1,2,0,0.0,0.0
80070131,樱花谷山庄,3,1,2,0,0.0,0.0
24650458,浣花夫人祠,8,1,2,2,4.4,0.0
79218403,安仁铛铛车,3,1,2,1,4.3,0.0
98275938,古墓奇遇,3,1,2,0,0.0,0.0
13378900,天府乡村高尔夫俱乐部,3,1,2,1,4.7,0.0
90498484,见外美术馆,34,1,2,1,4.0,0.0
18655825,迥澜塔,8,1,3,1,4.7,0.0
31673689,荷风水村,3,1,2,1,4.9,0.0
77547038,天地双雄,3,1,2,0,0.0,0.0
133892501,自由旷野1号营地,32,1,2,0,0.0,0.0
56808429,竹溪公园,28,1,2,1,5.0,0.0
98278603,大雪塘,20,1,1,0,0.0,0.0
31669019,九里堤公园,28,1,2,2,4.6,0.0
24649446,东方广场,18,1,1,2,4.5,0.0
24653326,通溪河景区,30,1,1,1,5.0,0.0
13754352,成都体育中心,3,1,2,2,4.5,0.0
31670735,衣冠庙小游园,28,1,1,2,4.4,0.0
13797821,铁像寺,8,1,1,3,4.5,0.0
79660700,地中海4D影院,44,1,2,0,0.0,0.0
24649062,成都体育学院青羊校区,3,1,2,1,3.8,0.0
131149097,成飞航空主题教育基地,6,1,2,1,5.0,0.0
56810041,金星乡桃花寨,20,1,2,0,0.0,0.0
69509599,西岭雪山滑草场,3,1,2,0,0.0,0.0
24649206,大公园,28,1,2,2,4.4,0.0
22866165,金猴峰,20,1,1,1,4.1,0.0
13759354,金龙长城,18,1,1,3,4.3,0.0
56808875,永宁向日葵基地,54,1,2,0,0.0,0.0
70354404,陆游祠,8,1,2,1,4.0,0.0
98275946,童梦冒险岛,3,1,2,0,0.0,0.0
31668586,同心园,28,1,2,1,4.6,0.0
22866114,大龙潭,20,1,2,1,4.5,0.0
13826270,高堂寺,8,1,2,1,3.7,0.0
49214870,西部花千谷,3,1,2,2,3.3,0.0
80079851,完美文创公园,3,1,1,1,4.9,0.0
55918175,鹿鸣荷畔,20,1,3,1,5.0,0.0
31668256,白云沟,3,1,2,1,5.0,0.0
22866207,知美术馆,34,1,1,2,4.4,0.0
10548169,紫颐香薰山谷,3,1,1,4,4.0,0.0
112647721,大椿巷,9,1,3,0,0.0,0.0
56810221,茅屋故居,3,1,2,0,0.0,0.0
13640961,孝泉大孝故里景区,15,1,1,2,4.6,0.0
123862083,成都大河马全地形车丛林越野(青羊店),3,1,2,1,4.0,0.0
112646762,金沙滨河公园,28,1,2,1,4.0,0.0
56809290,恺庐,3,1,2,1,4.5,0.0
52104915,银杏广场,18,1,2,1,4.0,0.0
112647664,崇宁公园,28,1,3,0,0.0,0.0
69150029,金马河,20,1,2,1,4.0,0.0
56810219,万佛楼,3,1,2,1,4.5,0.0
13581779,冠军溜冰场(世豪广场店),3,1,1,2,4.5,0.0
56809992,钟楼地震遗址广场,3,1,2,0,0.0,0.0
98275931,塔米娜之舟,3,1,2,0,0.0,0.0
56806944,德门仁里,66,1,2,0,0.0,0.0
56810222,花径,3,1,2,1,4.8,0.0
13811275,爱道堂,8,1,2,2,4.5,0.0
69152040,成都世纪城新国际会展中心,34,1,1,1,4.5,0.0
133980503,龙门山柒村,3,1,3,0,0.0,0.0
61930854,乐奇冰雪乐园,75,1,1,2,4.4,0.0
38513676,抓壮丁剧场,31,1,2,1,4.0,0.0
112646996,民国风情街,9,1,2,1,4.0,0.0
22866231,剑南老街,9,1,1,2,4.1,0.0
22866181,合作镇,18,1,2,2,4.3,0.0
38485668,金强步行街,9,1,2,1,5.0,0.0
80066585,I BOX,3,1,1,0,0.0,0.0
98280603,红墙夹道,3,1,2,0,0.0,0.0
89895,九寨沟风景区,0,5,1,5,4.7,9.0
98275942,沙漠风暴,3,1,2,0,0.0,0.0
30750796,保利198公园,28,1,1,1,4.0,0.0
13822242,慧园,37,1,2,2,4.3,0.0
111989715,四川当代美术馆,34,1,2,0,0.0,0.0
56819165,嗨马乐动（环球店）,44,1,1,2,4.3,0.0
133913280,小绿球大地艺术露营地,32,1,2,0,0.0,0.0
18129223,乐宝王国（环球中心店）,3,1,1,2,4.7,0.0
51968709,种都蔬菜主题公园,6,1,2,1,5.0,0.0
91796,峨眉山,0,5,1,5,4.6,8.6
28581926,南湖梦幻岛嬉水乐园,10,1,1,3,4.5,0.0
69340570,兰亭叙(宽巷子),18,1,2,0,0.0,0.0
38379529,温江图书馆,3,1,2,1,4.3,0.0
21134009,大梁酒庄田园乐翻天乐园,3,1,1,3,4.4,0.0
121104838,斯古拉文旅城,76,1,1,1,4.3,0.0
78416982,点与线台球射箭俱乐部,3,1,2,1,4.0,0.0
31658333,四川省文化馆,34,1,2,2,4.6,0.0
76386,乐山大佛,8,5,1,5,4.5,8.2
13822255,龙潭寺,8,1,1,2,4.2,0.0
77546043,大摆锤,3,1,2,0,0.0,0.0
51962668,大足石刻工艺,25,1,2,1,5.0,0.0
50628743,成都西部国际金融中心展示厅,34,1,1,1,4.0,0.0
75864,黄龙风景名胜区,20,5,1,4,4.6,7.8
18345575,世外桃源大剧院,31,1,1,2,4.5,0.0
52230259,白塔寺碧落书舍,8,1,2,1,4.5,0.0
58279110,大渡河谷,20,1,1,1,4.3,0.0
89902,木格措,20,4,1,4,4.6,7.8
10523107,牟托寨景区,3,1,1,2,4.1,0.0
98275930,沙漠之鹰,3,1,2,0,0.0,0.0
98275921,哥伦布大探险,3,1,2,0,0.0,0.0
98275913,冲浪者,3,1,2,0,0.0,0.0
89792,海螺沟,77,5,1,4,4.3,7.6
112647644,金沙巷涂鸦一条街,9,1,2,0,0.0,0.0
81469535,缘来缘往爱情博物馆,34,1,1,0,0.0,0.0
90979052,聚友垂钓,3,1,2,1,3.0,0.0
80657,剑门关,0,5,1,4,4.6,7.3
78129,大足石刻,8,5,1,4,4.6,7.2
28515172,欢乐奇兵乐园,4,1,1,1,4.7,0.0
89470,阆中古城,13,5,1,4,4.6,7.1
98275963,水上狂欢广场,3,1,2,0,0.0,0.0
87412,黄河九曲第一湾,30,4,1,4,4.4,7.1
24274262,飞翔家亲子乐园—航空主题儿童乐园,3,1,1,2,4.3,0.0
24652853,双流县图书馆,3,1,2,2,4.7,0.0
56810054,唐求广场,18,1,3,1,4.0,0.0
82108,新都桥,78,1,1,4,4.6,7.0
130886917,岷江,20,1,3,0,0.0,0.0
80045421,成都飞行蛙滑翔伞俱乐部,35,1,2,1,4.0,0.0
39273012,成都花世界,3,1,2,0,0.0,0.0
112654007,万年古镇,8,1,2,0,0.0,0.0
76373,金顶,18,1,1,4,4.6,6.9
13644486,墨石公园景区,20,4,1,3,4.3,6.9
82809,瓦屋山风景区,0,4,1,4,4.3,6.9
31660932,可可堂科技馆,73,1,2,1,3.8,0.0
13754359,西来古镇,15,1,1,2,3.9,0.0
24650180,合江亭码头,20,1,1,2,4.4,0.0
46247200,自贡·中华彩灯大世界,3,1,1,4,4.6,6.7
52080287,圣迹寺,8,1,3,0,0.0,0.0
102734246,北门里·爱情巷,9,1,2,1,5.0,0.0
87559,自贡恐龙博物馆,7,4,1,4,4.5,6.6
84801,青木川古镇,15,4,1,3,4.4,6.6
13529921,九寨千古情,19,1,1,4,4.7,6.6
79174,泸定桥,3,4,1,0,0.0,6.5
82868,李庄古镇,15,4,1,4,4.5,6.5
80561,神仙池风景区,30,4,1,3,4.6,6.5
87389,红原—若尔盖大草原,30,1,1,3,4.5,6.4
98275941,欢乐奇缘,3,1,2,1,4.0,0.0
130369243,西岭雪山高山观景索道,3,1,2,0,0.0,0.0
85324,五彩池,20,1,1,4,4.7,6.4
10765188,乐和乐都主题乐园,4,4,1,4,4.7,6.4
39300990,白鹤鱼塘生态园,54,1,3,0,0.0,0.0
95471,牛背山,20,1,1,3,4.5,6.3
22866168,凤尾瀑,20,1,1,2,4.8,0.0
67828907,荷塘月色风景区,20,1,1,2,4.3,0.0
131644527,九门九州民国沉浸式剧场,44,1,2,0,0.0,0.0
56805101,字库,9,1,3,0,0.0,0.0
10520932,折多山,20,1,1,3,4.6,6.2
31668254,中国非物质文化遗产展示区,9,1,3,1,4.3,0.0
133551965,成都远洋太古里展览,34,1,1,1,5.0,0.0
85463,松潘古城,13,1,1,3,4.1,6.1
10758200,塔公草原,30,1,1,3,4.4,6.1
80656,千佛崖,8,4,1,4,4.4,6.1
79657444,天府绿道,34,1,1,1,4.0,0.0
56808430,李冰陵,8,1,2,1,5.0,0.0
89795,甲居藏寨,3,4,1,3,4.4,6.0
106596664,鱼子西,20,1,1,2,4.1,6.0
52076533,草堂留后世陈列室,34,1,2,1,4.0,0.0
134009285,童话露营地,3,1,3,0,0.0,0.0
52106792,银杏广场,18,1,3,0,0.0,0.0
87448,昭化古城,15,4,1,4,4.3,6.0
10543536,金顶索道,3,1,1,4,4.5,6.0
134041655,莫奈花园农场,3,1,2,0,0.0,0.0
85292,五花海,20,1,1,4,4.8,5.9
79161,牟尼沟风景区,20,1,1,3,4.5,5.9
95725,磨西古镇,15,1,1,3,4.3,5.9
29950634,木雅圣地景区,39,4,1,3,3.9,5.9
10543763,泸州老窖旅游区,3,4,1,4,4.5,5.9
110675433,萌宠Lers Go羊驼体验馆,34,1,1,0,0.0,0.0
131938801,大寺冰瀑,20,1,1,0,0.0,0.0
70369578,金雁湿地公园,20,1,1,1,5.0,0.0
76450,金堂云顶山风景区,20,1,1,3,4.2,0.0
10758700,灵秀温泉,14,1,1,4,4.6,5.7
76370,报国寺,8,1,1,4,4.5,5.7
98275943,雪域飞龙,3,1,2,0,0.0,0.0
133977671,露营派大邑营地,32,1,1,0,0.0,0.0
98275929,旋转飞椅,3,1,2,0,0.0,0.0
98275957,大漠拉力赛,3,1,2,0,0.0,0.0
112178369,EUREKA 优瑞卡儿童主题乐园(上城天街店),3,1,2,0,0.0,0.0
10545976,万象洞风景名胜区,20,4,1,3,4.2,5.7
101423751,Nice to meet U爱玩萌兔安哥拉巨兔体验馆,34,1,1,0,0.0,0.0
67829551,1906创意工厂,3,1,1,2,4.6,0.0
13522644,博客小镇,9,1,1,2,4.4,0.0
13242692,剑门关天赐温泉,14,1,1,4,4.7,5.6
78576,贡嘎山,20,1,1,3,4.6,5.6
79866207,成都富士康员工活动中心,34,1,2,0,0.0,0.0
85281,诺日朗瀑布,20,1,1,3,4.7,5.6
80659,明月峡,20,4,1,3,4.4,5.6
82802,黑竹沟,29,4,1,3,4.4,5.6
87558,盐业历史博物馆,7,1,1,4,4.5,5.5
90732,嘉阳小火车,3,1,1,4,4.2,5.5
10523684,嘉阳国家矿山公园,3,1,1,2,4.3,5.5
80660,皇泽寺,8,4,1,4,4.2,5.5
24650968,康定情歌广场,18,1,1,2,4.4,5.5
24032365,重庆自然博物馆（新馆）,7,4,1,3,4.8,5.5
80673,东方佛都,3,4,1,3,4.3,5.5
87518,邓小平故里,3,5,1,0,0.0,5.5
71529675,《只有峨眉山》演艺,49,1,1,3,4.8,5.5
89731,唐家河自然保护区,79,4,1,4,4.8,5.5
82865,翠屏山景区,28,1,1,4,4.9,5.5
133551975,春天花乐园花魔方展馆,34,1,2,0,0.0,0.0
123869233,花样年画·时光里,3,1,1,1,5.0,0.0
133554337,白云寺,3,1,1,1,1.0,0.0
89474,滕王阁,3,1,1,3,4.5,5.5
56808454,泸州老窖窖址,3,1,1,1,4.4,0.0
24652255,青溪古镇,15,4,1,4,5.0,5.4
122195117,王岗坪景区,0,4,1,2,4.0,5.5
76372,雷洞坪,20,1,1,3,4.4,5.5
10796330,西部大峡谷温泉,14,1,1,4,4.3,5.4
101370,黄龙主沟,20,1,1,3,4.8,5.4
85169,一线天,20,1,1,3,4.5,5.4
10523020,红原月亮湾,29,4,1,3,4.2,5.4
10521043,金口大峡谷,20,4,1,2,4.3,5.4
76344,万年寺,8,1,1,4,4.5,5.4
55769173,中清科华生命科普馆,73,1,1,1,4.4,0.0
108736215,鹰凡高尔夫俱乐部,3,1,2,0,0.0,0.0
80562,九寨沟爱情海景区,30,4,1,2,4.2,5.4
91779,中国死海旅游度假区,30,4,1,4,4.1,5.3
87407,卓克基土司官寨文化旅游景区,3,4,1,3,4.3,5.3
13622490,贡嘎神汤温泉,14,1,1,3,4.5,5.3
89896,川主寺镇,15,1,1,3,4.1,5.3
82107,燕子沟风景区,30,1,1,3,4.2,5.3
78468925,邮电局大楼,3,1,2,2,4.6,0.0
121915381,浪漫地中海海洋之心,3,1,1,3,4.5,5.3
85325,长海,20,1,1,4,4.7,5.3
22882939,文县天池国家森林公园,20,4,1,2,4.4,5.2
87562,燊海井,8,4,1,3,4.4,5.2
69342100,亚拉雪山风景区,20,4,1,2,4.3,5.2
82891,五粮液酒厂,3,1,1,4,4.9,5.2
89905,塔公寺,8,1,1,3,4.6,5.2
120142739,双旗美村,15,1,1,4,4.9,5.2
133964827,熊猫小镇红豆古树公园,28,1,1,0,0.0,0.0
80961,党岭,20,1,1,2,4.7,5.2
133433009,溪云书院,3,1,3,0,0.0,0.0
101745,古宇湖,20,4,1,4,5.0,5.2
24652278,清溪古镇,15,1,1,2,4.7,5.2
18584256,上下干海子,20,1,1,2,4.4,0.0
89468,朱德故里景区,3,5,1,0,0.0,5.2
130847990,萌宠体验馆,34,1,2,0,0.0,0.0
83717012,云丰沱江公园,28,1,3,0,0.0,0.0
10543761,隆昌石牌坊群,8,4,1,4,5.0,5.1
82323,茶山竹海,39,4,1,3,4.1,5.1
89884,黄龙五彩池,20,1,1,3,4.8,5.1
51566028,石板河景区,0,4,1,3,4.2,5.1
82316,重庆野生动物世界,2,1,1,4,4.4,5.1
115984152,木林森村温泉,47,1,1,2,4.5,5.1
56683032,罗中立美术馆,34,1,1,2,4.9,5.1
61438580,四川美术学院虎溪校区,3,1,1,2,4.5,5.1
69414150,x战车,18,1,2,0,0.0,0.0
31080867,峨眉山滑翔伞双人体验,3,1,1,2,4.9,5.1
99868198,宜宾三江游船,20,1,1,2,4.3,5.1
91951522,天路十八弯观景台,18,1,1,2,4.7,5.1
87565,荣县大佛,3,4,1,3,4.2,5.1
10543768,中路藏寨,3,1,1,2,4.5,5.0
91817,原始森林,39,1,1,3,4.6,5.0
77452331,冷嘎措,20,1,1,1,4.4,5.0
89475,凌云山风景区,20,4,1,3,4.1,5.0
78147,钓鱼城,8,4,1,3,4.4,5.0
22866095,十里长廊,3,1,1,2,4.7,5.0
50955859,九龙山滑翔伞,3,1,1,1,5.0,0.0
31077092,玫瑰海,3,1,1,3,4.7,0.0
22866188,轿顶山,0,1,1,2,4.0,0.0
83139874,大邑县银花稻香家庭农场,37,1,2,1,4.0,0.0
13682462,观音桥,51,4,1,2,4.7,0.0
96547,奶子沟彩林谷,30,1,1,2,4.4,0.0
20957734,天赐华汤温泉,14,1,1,3,4.5,0.0
10758166,北泉风景区,30,4,1,3,4.2,0.0
10787719,重庆柏联温泉,47,1,1,3,4.6,0.0
86754,七曲山大庙,8,1,1,4,4.6,0.0
24652127,七曲山风景区,20,4,1,2,4.0,0.0
98275924,浪漫雨林,3,1,2,0,0.0,0.0
10758701,红珠山森林温泉,14,1,1,4,4.4,0.0
80655,剑门蜀道,3,1,1,3,4.5,0.0
47397177,川南大草原,55,4,1,3,3.9,0.0
31675576,簇锦公园,28,1,2,1,4.3,0.0
69526137,萤飞谷,0,1,1,2,4.1,0.0
10543639,月亮湾,20,1,1,1,4.4,0.0
